student_id,age,gender,study_hours_per_day,part_time_job,attendance_percentage,sleep_hours,mental_health_rating,extracurricular_participation,previous_gpa,stress_level,dropout_risk,social_activity,screen_time,parental_support_level,motivation_level,exam_anxiety_score,exam_score,access_to_resources,health_status,extra_tuition
102751,22,1,3.2,1,54.0,6.5,8.2,0,2.72,6.6,0,3,3.9,2,6,9,77,,3,1
102752,26,2,3.4,0,97.9,9.8,6.1,1,4.0,6.8,0,1,8.5,4,10,5,100,,1,1
102753,22,1,5.1,1,97.0,7.1,7.6,1,4.0,2.4,0,3,10.5,10,10,5,98,,1,0
102754,17,1,4.8,1,70.1,4.7,8.5,0,4.0,3.9,0,1,11.7,10,8,7,100,,2,0
102755,16,2,3.45,0,41.6,6.1,5.6,1,3.92,4.8,0,0,11.9,7,7,8,100,,2,1
102756,28,1,3.0,1,50.4,7.9,8.6,0,4.0,3.7,0,4,7.0,2,8,7,97,,1,0
102757,26,0,4.1,1,56.9,8.6,9.8,0,4.0,9.0,1,5,10.1,6,1,10,98,,3,1
102758,20,2,7.5,1,40.6,9.0,8.1,0,3.02,5.9,0,0,13.3,9,3,10,78,,2,1
102759,18,2,0.78,1,58.8,4.0,7.7,0,3.68,6.1,0,4,7.9,10,8,7,93,,1,0
102760,23,1,4.7,0,88.4,5.5,6.6,0,4.0,6.3,0,1,7.0,6,8,7,100,,3,0
102761,27,0,4.8,0,90.0,5.8,1.8,0,3.54,8.3,1,3,13.8,8,2,10,88,,1,1
102762,21,2,3.9,1,58.4,7.9,5.6,0,2.89,3.3,0,3,9.3,9,6,9,74,,3,1
102763,23,1,3.9,0,85.6,7.8,7.9,0,4.0,6.4,0,1,8.0,8,4,10,100,,1,1
102764,23,1,2.43,1,58.6,8.0,2.6,0,3.81,10.0,1,4,7.3,7,1,10,91,,1,1
102765,22,1,4.0,1,92.0,8.3,9.0,1,4.0,1.1,0,2,12.5,9,5,10,98,,2,0
102766,24,0,6.14,1,49.6,8.5,6.8,1,4.0,3.1,0,2,9.2,10,9,6,96,,2,0
102767,17,0,3.1,1,88.2,6.6,3.6,1,4.0,4.5,0,1,9.3,9,3,10,93,,2,0
102768,28,1,5.2,1,89.1,6.1,6.8,1,3.09,7.0,0,1,9.3,9,4,10,70,,0,1
102769,18,0,0.0,1,42.5,8.7,5.7,0,3.31,6.0,0,4,6.6,2,8,7,78,,1,1
102770,25,0,5.1,1,98.1,6.7,9.8,1,4.0,2.1,0,0,11.8,2,3,10,99,,2,1
102771,22,2,5.07,0,47.6,4.8,3.4,1,4.0,3.3,0,0,12.0,4,10,5,100,,3,1
102772,21,2,2.5,1,90.5,8.4,3.8,0,3.54,3.1,0,2,10.3,1,1,10,91,,2,1
102773,23,1,6.7,1,48.2,9.4,7.2,0,4.0,2.0,0,4,9.9,1,6,9,91,,1,1
102774,16,1,4.8,1,59.5,8.0,6.0,0,4.0,6.1,0,5,7.9,3,8,7,100,,2,1
102775,21,1,4.8,1,79.4,7.6,9.4,1,3.84,6.2,0,3,10.2,1,1,10,98,,2,0
102776,18,2,3.4,1,98.0,8.2,6.4,1,4.0,6.5,0,2,11.0,5,8,7,100,,1,0
102777,23,1,4.2,1,50.8,11.3,8.7,1,3.08,4.1,0,2,9.3,7,2,10,84,,2,0
102778,26,1,3.9,1,56.8,7.0,8.9,1,3.52,4.4,0,1,11.6,7,4,10,80,,2,0
102779,24,2,2.4,1,76.7,6.6,8.1,1,2.79,3.5,0,5,10.0,6,2,10,70,,1,0
102780,25,0,1.9,0,72.0,6.1,7.1,1,2.72,1.1,0,4,6.4,8,4,10,68,,2,1
102781,19,1,6.15,0,90.4,4.9,7.1,1,4.0,7.4,0,1,11.8,8,2,10,96,,2,1
102782,19,0,4.9,0,83.7,8.5,6.5,0,3.09,2.5,0,3,9.5,4,3,10,86,,3,1
102783,19,2,0.0,0,53.8,7.4,9.3,1,4.0,2.3,0,4,9.0,10,7,8,100,,2,0
102784,27,2,5.3,0,47.7,6.5,6.0,0,4.0,5.9,0,1,10.3,4,9,6,100,,2,0
102785,18,0,4.0,1,90.6,7.0,6.1,0,4.0,6.8,0,4,9.3,6,4,10,97,,1,0
102786,17,1,0.6,0,95.5,8.2,5.3,0,3.84,5.4,0,3,7.4,4,10,5,100,,2,0
102787,25,1,4.94,1,91.5,6.6,8.5,0,4.0,7.6,0,0,8.7,4,5,10,100,,0,0
102788,21,1,6.3,1,84.3,7.5,7.2,1,4.0,5.4,0,1,12.2,1,10,5,94,,1,1
102789,17,1,6.1,1,73.8,4.4,8.1,1,4.0,3.0,0,3,10.3,3,1,10,100,,1,1
102790,26,1,8.19,1,63.0,8.7,8.4,0,4.0,2.6,0,2,13.1,8,2,10,100,,2,0
102791,16,0,5.6,1,70.9,5.1,6.4,1,3.59,8.9,0,3,10.2,10,4,10,87,,2,0
102792,27,2,2.9,1,71.8,6.0,4.1,1,2.33,4.8,0,4,9.3,8,1,10,59,,2,0
102793,21,0,8.0,1,56.4,6.3,8.7,1,2.92,3.4,0,2,14.8,5,3,10,72,,2,0
102794,26,0,4.7,1,77.9,8.2,4.2,0,3.64,9.1,0,1,8.6,5,4,10,83,,2,1
102795,25,2,2.8,1,89.6,4.0,6.9,1,4.0,4.8,0,3,8.6,5,9,6,98,,1,1
102796,26,2,7.4,1,62.7,4.0,7.4,1,4.0,4.4,0,1,13.0,3,7,8,98,,2,1
102797,23,0,3.2,0,80.1,7.5,5.1,0,3.51,4.3,0,1,7.1,2,4,10,79,,0,1
102798,27,2,3.6,1,97.3,9.0,7.6,0,3.29,6.4,0,3,6.5,8,1,10,92,,2,1
102799,23,2,4.0,1,67.8,7.3,5.6,1,3.01,3.6,0,4,7.9,2,3,10,72,,1,0
102800,24,0,6.26,0,57.1,6.6,7.5,0,4.0,5.5,0,3,8.5,7,8,7,95,,2,0
102801,18,2,3.4,0,90.5,8.0,3.6,0,4.0,3.6,0,3,9.4,2,5,10,100,,2,1
102802,28,2,4.6,1,63.9,6.7,5.8,1,4.0,2.0,0,1,9.3,2,3,10,99,,2,1
102803,26,1,1.9,0,66.7,6.8,6.6,1,3.13,4.5,0,3,7.0,9,1,10,78,,1,0
102804,27,2,3.34,0,98.7,6.4,7.7,0,4.0,5.0,0,3,7.1,7,2,10,100,,2,0
102805,25,2,3.1,0,83.1,7.1,5.4,1,3.7,1.4,0,2,11.2,10,1,10,96,,2,1
102806,16,2,4.3,0,59.4,6.9,7.6,1,3.18,3.3,0,2,10.4,5,4,10,83,,0,1
102807,28,2,6.14,0,61.7,5.7,6.2,0,4.0,5.5,0,4,10.7,8,10,5,90,,1,1
102808,27,1,5.2,1,55.9,9.2,6.9,1,3.75,4.2,0,3,9.9,5,8,7,90,,0,1
102809,21,1,1.99,1,81.4,5.8,6.7,1,3.46,3.3,0,1,6.1,7,6,9,89,,2,0
102810,21,0,0.8,1,94.4,8.8,7.2,1,3.17,4.3,0,4,4.5,3,9,6,83,,1,0
102811,23,2,3.5,1,94.5,7.0,6.5,0,3.94,5.3,0,2,6.2,3,8,7,100,,1,0
102812,17,1,0.8,1,78.0,5.5,2.6,1,2.77,4.3,0,3,5.0,4,2,10,69,,0,0
102813,24,1,2.7,0,47.3,5.7,8.8,1,3.79,5.9,0,4,6.7,2,2,10,89,,2,1
102814,27,0,4.3,0,92.3,8.2,8.1,1,4.0,5.7,0,5,9.4,5,6,9,100,,0,1
102815,28,2,1.6,0,90.0,7.6,4.1,1,3.45,3.8,0,3,7.0,1,10,5,89,,3,1
102816,26,2,5.7,1,72.4,6.9,7.4,1,4.0,6.0,0,5,13.8,3,9,6,100,,0,1
102817,26,2,0.2,0,78.6,9.3,3.3,0,4.0,7.3,0,3,4.2,6,4,10,100,,0,1
102818,26,0,3.71,1,81.9,8.7,7.1,0,4.0,1.3,0,5,9.6,2,9,6,100,,2,1
102819,18,2,6.97,1,64.1,7.0,6.8,1,3.85,6.0,0,0,11.8,2,9,6,91,,3,0
102820,25,1,4.0,1,69.0,5.8,6.5,0,3.23,4.8,0,3,12.9,2,4,10,87,,3,1
102821,26,2,2.5,0,47.3,9.7,10.0,1,2.92,2.0,0,4,8.1,1,1,10,79,,0,1
102822,24,1,4.0,0,92.1,6.0,10.0,1,4.0,6.7,0,4,12.1,3,1,10,100,,1,1
102823,19,2,4.0,0,63.1,9.1,8.4,1,4.0,3.7,0,5,10.7,4,8,7,100,,2,1
102824,21,0,5.98,0,43.8,5.1,5.2,1,4.0,6.2,0,0,11.2,5,6,9,94,,0,1
102825,16,1,1.9,0,100.0,9.0,9.0,0,3.84,2.7,0,2,6.3,7,6,9,97,,2,1
102826,23,0,6.18,0,90.9,6.9,8.2,0,3.02,4.2,0,4,11.0,3,5,10,72,,2,1
102827,27,2,3.3,1,48.9,9.5,9.4,1,2.6,4.6,0,4,8.4,5,2,10,63,,2,0
102828,20,1,5.74,0,93.2,8.5,4.8,0,4.0,4.1,0,4,12.1,3,5,10,100,,3,1
102829,19,0,2.2,0,81.7,6.3,8.7,0,3.63,5.6,0,0,8.7,8,9,6,87,,1,0
102830,27,1,2.5,0,70.8,5.1,9.0,0,3.63,5.7,0,1,6.9,2,2,10,91,,2,1
102831,21,2,3.5,0,95.9,7.8,9.1,0,4.0,1.5,0,3,8.3,3,4,10,100,,2,1
102832,16,2,6.5,0,70.8,7.4,6.1,0,4.0,4.7,0,2,12.7,2,8,7,100,,2,0
102833,27,1,6.0,1,98.1,8.0,7.6,1,4.0,5.2,0,1,12.9,1,5,10,97,,2,1
102834,19,0,4.5,0,67.5,5.7,8.9,1,3.77,5.9,0,3,12.7,7,10,5,100,,3,1
102835,23,1,3.0,0,99.9,9.4,5.6,1,4.0,2.8,0,0,6.9,3,2,10,94,,3,1
102836,25,0,4.4,1,65.9,6.2,6.4,1,4.0,3.8,0,5,9.5,9,5,10,100,,2,1
102837,17,1,6.67,1,69.0,5.5,6.2,1,4.0,5.6,0,1,9.6,10,3,10,91,,2,1
102838,26,0,3.3,1,59.0,7.1,8.8,1,3.9,3.3,0,4,9.9,7,2,10,94,,2,0
102839,27,1,1.2,0,53.7,5.0,8.2,0,2.93,4.1,0,0,9.5,3,7,8,68,,2,1
102840,20,1,2.6,1,48.5,6.8,6.3,0,2.57,5.8,0,2,9.5,5,8,7,81,,1,1
102841,22,0,2.52,1,60.0,8.0,6.0,1,4.0,5.5,0,0,9.3,1,10,5,100,,2,0
102842,22,2,6.3,0,68.5,9.7,7.8,0,4.0,1.1,0,2,11.4,3,3,10,100,,2,1
102843,22,2,5.1,1,87.8,8.3,6.4,0,2.64,6.4,0,0,14.0,2,1,10,60,,2,0
102844,22,0,3.6,0,90.2,6.1,7.8,0,3.25,3.8,0,3,10.7,8,6,9,84,,1,0
102845,26,1,3.1,1,64.0,6.2,8.6,0,2.7,2.2,0,1,9.8,10,2,10,69,,2,0
102846,27,1,2.5,0,93.4,7.3,7.4,0,4.0,5.5,0,5,4.7,9,1,10,96,,2,1
102847,24,0,7.62,0,99.2,9.5,4.7,1,4.0,2.5,0,3,12.1,9,8,7,100,,1,1
102848,28,1,4.5,0,59.0,5.8,9.3,1,4.0,3.2,0,4,8.8,5,3,10,100,,2,1
102849,17,2,5.3,1,64.9,5.3,8.2,0,4.0,5.0,0,4,10.1,9,6,9,99,,2,0
102850,24,0,4.6,1,62.2,7.4,9.1,1,3.48,6.5,0,2,9.7,8,2,10,89,,3,1
102851,18,2,4.4,0,95.7,9.5,8.1,0,4.0,8.0,0,5,13.0,1,6,9,100,,1,1
102852,27,0,4.8,1,96.7,7.1,5.2,0,4.0,6.5,0,4,8.1,3,10,5,100,,0,0
102853,27,2,6.4,0,57.0,6.5,7.2,1,3.4,5.6,0,4,7.6,1,9,6,79,,1,0
102854,22,1,2.7,0,55.5,4.6,8.1,0,4.0,6.9,0,4,6.8,3,2,10,100,,3,1
102855,28,0,6.99,0,69.8,6.2,8.6,0,3.61,2.8,0,2,10.7,10,2,10,88,,2,1
102856,25,2,2.9,0,89.3,9.5,6.4,1,4.0,5.3,0,0,9.2,6,2,10,100,,2,1
102857,24,0,1.12,1,83.9,8.5,7.9,1,2.97,8.1,0,5,7.2,1,9,6,80,,1,1
102858,18,2,4.3,0,96.3,6.6,5.7,1,3.26,4.6,0,5,8.8,2,8,7,75,,2,0
102859,26,0,5.1,0,62.5,6.8,7.7,1,4.0,4.9,0,3,12.0,6,4,10,91,,2,1
102860,25,2,5.4,0,65.9,7.1,6.1,1,3.84,6.8,0,2,12.7,4,1,10,100,,3,0
102861,17,0,2.2,0,43.7,7.0,7.2,1,3.51,3.2,0,0,9.3,3,5,10,95,,1,1
102862,21,0,3.1,0,46.1,6.4,5.4,0,2.67,9.3,0,4,11.1,3,7,8,58,,3,1
102863,23,1,7.0,0,51.7,5.6,8.4,0,3.69,3.6,0,3,13.4,4,1,10,97,,1,1
102864,20,0,5.1,0,41.7,11.6,8.5,1,3.86,7.8,0,0,9.9,10,2,10,96,,1,1
102865,20,0,3.7,1,92.3,4.7,6.5,1,3.5,3.4,0,4,7.3,1,8,7,92,,3,1
102866,22,1,4.4,1,66.0,5.4,6.2,1,4.0,4.2,0,4,7.7,1,1,10,100,,2,1
102867,27,0,3.96,0,55.5,6.3,7.9,1,3.11,5.0,0,3,12.5,5,4,10,72,,3,0
102868,20,2,1.7,1,70.2,8.7,6.0,0,3.18,2.7,0,1,6.4,7,5,10,73,,3,1
102869,18,0,1.9,0,47.3,6.9,9.4,0,2.77,4.5,0,2,3.9,7,3,10,63,,2,1
102870,21,0,1.0,1,52.7,7.3,5.3,1,2.94,3.3,0,0,6.5,2,4,10,75,,1,1
102871,18,1,7.2,0,48.9,8.9,3.9,0,3.6,8.3,0,1,12.3,4,4,10,87,,2,0
102872,26,2,2.24,1,42.2,7.8,7.6,0,3.51,4.0,0,5,3.1,1,9,6,86,,2,1
102873,17,0,4.6,0,56.1,8.3,6.3,1,2.71,5.3,0,1,12.5,10,3,10,56,,2,1
102874,18,0,5.0,0,42.4,7.2,8.8,1,4.0,5.0,0,3,9.9,3,8,7,98,,2,1
102875,16,1,1.1,1,70.8,4.3,7.6,0,3.85,4.4,0,5,5.2,8,9,6,100,,3,1
102876,23,1,6.0,0,93.4,5.7,6.6,1,3.67,3.0,0,3,8.7,7,8,7,91,,3,1
102877,17,2,6.4,0,98.4,10.1,10.0,0,4.0,2.3,0,4,9.7,9,4,10,100,,2,0
102878,21,2,1.8,0,47.3,7.6,6.8,0,4.0,2.0,0,1,8.6,1,9,6,99,,2,1
102879,18,1,6.4,0,76.0,4.8,6.9,0,4.0,5.7,0,1,9.4,6,3,10,89,,2,1
102880,16,2,2.8,1,48.0,6.7,6.2,0,3.8,3.2,0,2,6.0,4,7,8,90,,2,0
102881,24,2,3.2,0,96.0,6.2,8.7,1,3.96,4.0,0,0,7.6,7,1,10,100,,3,1
102882,24,2,4.9,0,86.7,10.4,6.3,0,3.68,6.0,0,0,10.2,7,4,10,93,,2,1
102883,16,2,4.0,1,53.2,9.0,5.1,0,3.62,3.5,0,5,10.1,3,8,7,93,,3,1
102884,17,2,0.0,1,42.1,5.2,7.5,1,2.32,4.5,0,4,3.2,8,1,10,56,,2,0
102885,21,1,5.6,0,78.4,7.8,7.4,0,4.0,3.1,0,5,10.8,1,9,6,100,,2,0
102886,16,1,3.93,1,78.8,5.8,6.9,0,4.0,3.1,0,1,8.4,2,3,10,100,,2,0
102887,16,2,4.7,0,52.6,5.5,6.9,0,3.73,1.0,0,3,14.1,5,1,10,94,,2,1
102888,24,1,5.4,1,84.9,8.8,5.3,1,3.38,8.6,1,2,12.1,7,3,10,83,,2,1
102889,26,0,5.4,1,43.9,6.0,9.6,0,4.0,6.1,0,3,7.5,2,2,10,100,,1,0
102890,20,0,2.8,1,88.9,7.2,8.5,1,3.59,6.7,0,4,4.8,10,3,10,82,,1,1
102891,19,1,3.6,1,99.2,8.5,5.0,1,3.58,5.6,0,0,10.1,1,2,10,90,,2,0
102892,21,0,2.7,0,58.5,4.4,6.7,1,2.32,5.4,0,5,9.8,3,2,10,59,,1,0
102893,27,2,0.97,1,70.7,6.3,7.3,1,4.0,2.5,0,2,10.3,2,7,8,95,,2,1
102894,24,1,3.1,0,60.1,9.1,7.1,0,4.0,4.0,0,4,8.7,7,5,10,100,,3,0
102895,22,1,2.85,0,65.8,8.3,7.9,0,2.54,6.3,0,1,4.8,3,5,10,58,,3,1
102896,24,1,3.78,0,86.0,5.8,3.5,1,4.0,4.9,0,4,7.2,1,4,10,97,,2,0
102897,17,2,4.4,0,77.7,7.5,4.3,1,3.76,3.9,0,4,6.8,10,9,6,90,,1,1
102898,25,0,6.99,0,68.5,6.8,7.3,0,4.0,5.0,0,3,15.4,1,6,9,100,,2,0
102899,20,1,2.0,1,95.4,8.2,7.0,1,3.05,3.6,0,3,7.8,6,4,10,77,,2,1
102900,27,1,6.0,0,97.4,5.4,6.2,0,3.92,2.1,0,3,14.5,10,7,8,97,,1,1
102901,18,1,1.9,0,64.5,7.8,4.8,1,3.82,4.0,0,5,8.0,3,1,10,100,,1,1
102902,21,0,3.5,0,91.5,7.0,7.0,1,3.06,3.7,0,4,8.9,4,4,10,83,,1,1
102903,20,0,4.0,1,72.7,11.0,9.5,1,3.17,1.8,0,5,9.8,9,4,10,78,,2,0
102904,21,0,4.1,1,87.0,9.0,5.9,0,4.0,4.2,0,1,7.7,2,10,5,96,,1,1
102905,27,1,4.6,0,96.6,5.0,7.1,1,3.71,8.9,0,3,10.6,4,4,10,96,,1,0
102906,19,2,5.5,0,74.1,8.3,6.7,1,2.77,6.6,0,2,14.4,9,1,10,75,,3,0
102907,22,0,4.2,0,43.6,5.4,6.5,1,3.95,8.2,0,4,6.7,1,5,10,100,,2,1
102908,20,2,2.7,0,86.8,9.1,4.9,1,4.0,5.4,0,4,10.2,1,4,10,95,,0,1
102909,17,2,1.55,0,84.6,5.7,5.3,1,2.7,4.6,0,4,5.5,3,6,9,63,,1,0
102910,16,1,5.1,1,66.0,10.6,7.9,1,4.0,6.1,0,3,11.3,10,5,10,95,,2,1
102911,18,0,5.97,0,52.0,7.2,9.5,0,4.0,4.6,0,5,12.3,4,5,10,92,,0,1
102912,28,1,4.27,1,63.3,7.6,7.2,0,3.87,5.6,0,4,8.2,4,10,5,100,,2,0
102913,16,2,5.5,0,94.6,8.9,8.9,1,3.46,6.1,0,4,11.6,2,8,7,82,,1,0
102914,19,0,5.6,0,62.0,7.2,5.4,1,3.68,3.8,0,2,8.9,4,6,9,98,,1,0
102915,20,1,6.26,0,58.3,6.2,5.0,0,3.83,5.2,0,5,12.6,6,4,10,98,,1,0
102916,22,0,4.3,1,55.7,5.9,7.2,1,3.44,6.1,0,2,6.9,6,1,10,87,,1,0
102917,21,1,2.7,1,43.9,6.7,4.9,1,3.09,3.2,0,0,9.7,10,5,10,85,,3,0
102918,18,2,3.83,1,93.4,4.2,5.0,0,4.0,5.0,0,2,10.8,9,10,5,100,,2,1
102919,24,1,1.7,1,60.9,6.3,6.1,0,3.03,5.7,0,1,3.9,4,2,10,80,,3,0
102920,22,0,5.4,0,82.1,8.8,4.8,1,3.84,5.6,0,2,10.3,5,8,7,97,,2,1
102921,16,2,7.3,1,71.2,6.0,3.3,1,2.73,3.3,0,4,9.7,7,1,10,72,,2,0
102922,23,1,2.7,1,65.2,8.2,4.4,1,3.43,7.6,0,1,8.2,4,9,6,90,,1,1
102923,27,1,4.3,0,44.3,6.4,6.0,0,3.74,6.4,0,5,7.3,5,5,10,100,,2,1
102924,28,1,3.0,1,71.5,5.2,7.2,1,2.37,6.3,0,2,9.2,8,1,10,54,,3,1
102925,18,1,4.7,1,60.2,8.5,8.5,0,3.42,4.0,0,3,11.2,7,4,10,81,,0,0
102926,27,0,5.5,0,63.8,8.3,7.6,0,4.0,4.1,0,0,10.3,4,9,6,95,,2,0
102927,25,1,3.5,1,93.3,6.8,1.7,0,3.37,6.8,0,2,7.4,3,4,10,87,,1,0
102928,17,1,6.5,0,79.4,5.8,6.3,0,3.89,1.0,0,5,10.6,6,8,7,95,,3,0
102929,19,1,2.9,1,71.0,8.5,9.4,1,3.54,2.0,0,0,7.5,2,8,7,92,,2,1
102930,28,0,4.2,1,64.1,7.9,7.8,1,2.86,5.2,0,4,8.4,8,3,10,77,,3,1
102931,27,0,2.1,1,56.9,6.5,6.5,1,3.18,7.0,0,4,8.1,5,10,5,84,,0,0
102932,28,1,4.4,0,79.3,7.6,7.7,0,3.5,6.1,0,1,14.3,7,1,10,91,,3,1
102933,24,0,4.6,0,67.8,9.7,7.7,0,3.57,6.4,0,1,13.3,6,6,9,94,,0,0
102934,18,1,7.49,0,60.9,4.0,4.9,0,4.0,5.6,0,3,16.6,4,5,10,100,,1,1
102935,27,1,0.0,0,97.5,5.6,5.0,0,2.96,3.4,0,2,4.5,7,8,7,70,,1,1
102936,28,1,2.9,0,67.3,7.2,7.4,1,3.57,7.1,0,3,9.7,3,5,10,93,,1,1
102937,25,1,6.4,0,52.1,4.0,5.8,1,4.0,5.7,0,4,16.4,2,4,10,98,,1,0
102938,23,2,4.4,0,53.8,6.4,6.6,1,3.7,6.4,0,0,9.3,4,8,7,91,,2,1
102939,21,0,5.0,0,55.9,5.9,4.7,1,4.0,6.6,0,3,10.8,7,8,7,100,,2,1
102940,20,0,6.6,1,99.1,9.2,7.6,0,4.0,6.0,0,2,14.9,8,4,10,100,,3,1
102941,17,0,5.0,1,76.9,7.4,5.7,0,4.0,6.6,0,2,10.0,3,6,9,94,,2,1
102942,21,0,1.0,0,87.2,9.7,9.9,1,3.17,3.4,0,3,6.8,1,4,10,80,,1,1
102943,17,1,6.37,1,42.7,5.7,3.4,1,3.43,5.5,0,3,12.1,9,9,6,94,,0,0
102944,18,2,3.6,0,86.2,6.2,6.1,0,3.6,5.3,0,1,8.2,7,9,6,91,,2,0
102945,19,0,0.7,0,67.8,12.0,6.8,1,4.0,3.0,0,3,4.4,6,7,8,100,,2,1
102946,27,1,2.9,0,91.3,4.5,6.7,1,4.0,8.6,0,4,6.5,8,9,6,93,,2,0
102947,16,1,3.52,1,61.9,6.3,4.2,1,3.67,2.0,0,3,4.4,8,9,6,84,,2,0
102948,18,2,1.2,1,92.5,7.0,6.0,0,3.32,5.9,0,2,4.0,7,2,10,86,,0,0
102949,22,2,4.99,1,44.9,7.6,7.7,1,4.0,8.6,1,1,10.4,2,2,10,95,,2,1
102950,23,1,3.2,0,79.6,5.8,6.1,1,3.22,7.4,0,4,6.5,10,6,9,88,,2,0
102951,18,1,1.7,0,89.2,7.3,5.2,1,2.88,8.3,0,4,9.6,3,7,8,69,,2,0
102952,16,1,0.1,0,67.5,6.6,5.6,1,3.17,4.9,0,4,7.3,2,3,10,70,,0,1
102953,25,0,4.8,0,49.1,6.1,6.7,0,4.0,5.0,0,5,10.1,2,4,10,90,,1,1
102954,27,1,5.6,1,80.6,6.3,7.1,1,4.0,6.5,0,3,14.0,9,4,10,98,,3,0
102955,21,1,2.7,1,54.8,5.8,8.9,1,4.0,5.2,0,1,8.9,7,8,7,100,,2,1
102956,20,0,3.1,0,99.9,5.8,7.3,1,2.86,4.6,0,2,9.1,1,7,8,73,,2,1
102957,26,1,4.8,0,83.6,7.4,10.0,0,4.0,4.8,0,4,9.6,7,10,5,100,,1,1
102958,27,0,3.6,1,63.8,10.2,4.3,1,3.95,4.6,0,5,11.2,3,10,5,99,,2,1
102959,16,1,1.4,1,45.8,7.9,5.9,1,2.47,5.0,0,2,4.6,1,1,10,65,,1,1
102960,22,1,5.1,0,90.2,6.6,10.0,0,2.9,5.8,0,3,10.9,3,4,10,69,,1,1
102961,20,1,2.4,1,62.7,5.5,8.6,0,3.79,4.4,0,4,7.9,1,4,10,97,,2,1
102962,23,2,4.3,1,80.7,8.8,6.3,0,3.61,5.1,0,0,8.5,5,4,10,83,,2,0
102963,16,2,3.8,0,62.6,5.7,6.3,1,3.33,2.1,0,0,7.5,8,9,6,82,,1,1
102964,19,1,2.8,1,49.6,6.9,6.2,0,2.79,4.5,0,4,10.9,5,5,10,66,,1,1
102965,27,0,4.3,0,61.8,5.5,5.5,1,2.59,7.9,0,1,12.2,6,2,10,61,,2,1
102966,18,1,4.4,0,95.5,8.1,6.2,0,3.59,8.1,0,2,9.5,7,9,6,88,,1,1
102967,27,1,0.0,0,83.4,8.1,6.2,1,2.88,9.5,0,3,6.7,3,10,5,68,,1,1
102968,22,0,2.9,1,85.2,7.4,7.5,0,3.51,7.9,0,4,8.9,6,10,5,94,,2,1
102969,18,1,3.9,0,85.0,7.0,6.9,1,3.39,3.9,0,5,11.2,8,7,8,93,,2,0
102970,25,0,3.8,1,81.1,8.1,5.5,1,4.0,4.6,0,3,8.3,10,5,10,100,,3,1
102971,26,1,1.3,0,46.3,5.7,8.8,0,4.0,5.8,0,0,8.3,4,4,10,100,,2,0
102972,20,0,5.2,0,44.7,8.5,5.3,0,3.02,7.2,0,1,12.1,8,5,10,70,,1,1
102973,22,0,5.69,1,59.5,7.1,7.2,0,4.0,5.5,0,0,10.9,7,5,10,100,,3,0
102974,22,2,4.41,0,58.8,8.7,6.2,1,4.0,8.5,0,5,9.4,1,7,8,98,,1,0
102975,16,2,2.7,1,64.5,8.7,8.1,1,4.0,8.3,1,3,10.8,2,3,10,100,,2,0
102976,19,1,7.43,0,97.7,7.6,8.1,1,2.97,6.0,0,3,14.6,3,1,10,76,,1,0
102977,23,1,2.44,0,49.6,6.9,4.6,0,4.0,5.5,0,5,7.0,2,5,10,100,,2,1
102978,21,2,3.6,1,60.3,4.5,6.3,1,3.09,2.1,0,4,9.8,4,3,10,79,,3,1
102979,24,2,4.7,1,73.9,6.1,7.2,1,3.61,2.7,0,3,10.2,10,8,7,89,,2,1
102980,28,2,6.5,0,85.0,4.3,7.9,0,4.0,4.5,0,3,12.6,2,10,5,100,,2,1
102981,21,2,4.1,1,50.9,6.3,7.6,0,2.96,2.3,0,2,13.5,10,8,7,80,,3,1
102982,18,2,3.1,1,92.2,5.7,7.2,0,4.0,4.9,0,3,9.9,4,3,10,97,,0,0
102983,17,1,7.98,1,90.2,6.0,5.3,1,3.29,4.0,0,2,12.1,3,7,8,82,,1,1
102984,27,2,3.07,1,44.2,5.5,5.0,1,2.77,8.8,1,5,10.5,1,2,10,77,,3,1
102985,25,0,6.5,1,91.1,7.7,7.1,0,3.41,8.7,0,0,10.9,5,6,9,93,,2,0
102986,22,0,0.6,0,78.0,7.7,5.8,0,2.97,7.0,0,4,5.8,10,3,10,73,,2,1
102987,20,0,3.9,0,66.8,6.0,4.4,1,4.0,3.2,0,5,10.3,2,9,6,100,,2,0
102988,22,0,3.2,1,80.3,6.1,6.0,0,2.54,7.7,0,0,10.0,6,7,8,64,,1,1
102989,19,2,5.5,0,75.5,7.4,9.2,1,3.56,3.5,0,1,12.9,8,6,9,90,,0,1
102990,18,1,5.8,0,63.9,6.9,7.9,0,4.0,3.8,0,3,8.9,5,3,10,91,,1,0
102991,17,2,6.5,1,89.7,6.4,8.6,0,4.0,3.6,0,5,9.2,2,5,10,95,,1,1
102992,19,2,4.73,0,44.4,9.1,7.8,0,4.0,6.0,0,1,10.0,5,10,5,100,,2,0
102993,28,1,4.4,1,69.4,5.7,7.7,0,3.28,5.7,0,3,10.4,8,6,9,86,,1,1
102994,23,1,4.3,0,60.6,7.0,9.2,0,3.42,4.9,0,3,9.8,4,4,10,92,,2,0
102995,17,0,6.8,1,93.3,6.6,7.0,0,3.43,3.3,0,0,10.3,8,7,8,94,,1,0
102996,25,1,2.8,0,80.2,7.2,6.6,1,3.73,5.9,0,3,11.0,3,5,10,96,,1,0
102997,25,2,5.2,1,94.6,10.5,9.1,0,3.49,6.5,0,2,9.7,2,8,7,89,,1,1
